track;album;artist
Shake a Leg;Back in Black;AC/DC
Rock and Roll Ain't Noise Pollution;Back in Black;AC/DC
Happy Xmas War Is Over (Originally Performed By John Lennon and the Plastic Ono Band) [Instrumental Version];John Lennon/Plastic Ono Band;John Lennon
Break on Through (To the Other Side);The Doors;The Doors
Soul Kitchen;The Doors;The Doors
The Crystal Ship;The Doors;The Doors
Twentieth Century Fox;The Doors;The Doors
Alabama Song (Whisky Bar);The Doors;The Doors
Light My Fire;The Doors;The Doors
Back Door Man;The Doors;The Doors
I Looked at You;The Doors;The Doors
End of the Night;The Doors;The Doors
Take It as It Comes;The Doors;The Doors
The End;The Doors;The Doors
Pharaoh's Dance;Bitches Brew;Miles Davis
Bitches Brew (feat. Wayne Shorter, Bennie Maupin, John McLaughlin, Chick Corea, Joe Zawinul, Dave Holland & Harvey Brooks);Bitches Brew;Miles Davis
Spanish Key (feat. Wayne Shorter, Bennie Maupin, John McLaughlin, Chick Corea, Joe Zawinul, Dave Holland & Harvey Brooks);Bitches Brew;Miles Davis
John McLaughlin (feat. Wayne Shorter, Bennie Maupin, John McLaughlin, Chick Corea, Joe Zawinul, Dave Holland & Harvey Brooks);Bitches Brew;Miles Davis
Miles Runs the Voodoo Down (feat. Wayne Shorter, Bennie Maupin, John McLaughlin, Chick Corea, Joe Zawinul, Dave Holland & Harvey Brooks);Bitches Brew;Miles Davis
Sanctuary (feat. Wayne Shorter, Bennie Maupin, John McLaughlin, Chick Corea, Joe Zawinul, Dave Holland & Harvey Brooks);Bitches Brew;Miles Davis
Feio (feat. Wayne Shorter, John McLaughlin, Chick Corea, Joe Zawinul & Dave Holland);Bitches Brew;Miles Davis
Changes - 2015 Remaster;Hunky Dory;David Bowie
Oh! You Pretty Things - 2015 Remaster;Hunky Dory;David Bowie
Eight Line Poem - 2015 Remaster;Hunky Dory;David Bowie
Life on Mars? - 2015 Remaster;Hunky Dory;David Bowie
Kooks - 2015 Remaster;Hunky Dory;David Bowie
Quicksand - 2015 Remaster;Hunky Dory;David Bowie
Fill Your Heart - 2015 Remaster;Hunky Dory;David Bowie
Andy Warhol - 2015 Remaster;Hunky Dory;David Bowie
Song for Bob Dylan - 2015 Remaster;Hunky Dory;David Bowie
Queen Bitch - 2015 Remaster;Hunky Dory;David Bowie
The Bewlay Brothers - 2015 Remaster;Hunky Dory;David Bowie
Rim Shot - Intro;Baduizm;Erykah Badu
On & On;Baduizm;Erykah Badu
Appletree;Baduizm;Erykah Badu
Other Side Of The Game;Baduizm;Erykah Badu
Sometimes - Mix #9;Baduizm;Erykah Badu
Next Lifetime;Baduizm;Erykah Badu
Afro - Freestyle Skit;Baduizm;Erykah Badu
Certainly;Baduizm;Erykah Badu
4 Leaf Clover;Baduizm;Erykah Badu
No Love;Baduizm;Erykah Badu
Drama;Baduizm;Erykah Badu
Sometimes;Baduizm;Erykah Badu
Certainly - Flipped It;Baduizm;Erykah Badu
Rim Shot - Outro;Baduizm;Erykah Badu
After the Gold Rush;After the Gold Rush;Neil Young
Heart of Gold;After the Gold Rush;Neil Young
Badlands;Darkness on the Edge of Town;Bruce Springsteen
Adam Raised a Cain;Darkness on the Edge of Town;Bruce Springsteen
Something in the Night;Darkness on the Edge of Town;Bruce Springsteen
Candy's Room;Darkness on the Edge of Town;Bruce Springsteen
Racing in the Street;Darkness on the Edge of Town;Bruce Springsteen
The Promised Land;Darkness on the Edge of Town;Bruce Springsteen
Factory;Darkness on the Edge of Town;Bruce Springsteen
Streets of Fire;Darkness on the Edge of Town;Bruce Springsteen
Prove It All Night;Darkness on the Edge of Town;Bruce Springsteen
Darkness On the Edge of Town;Darkness on the Edge of Town;Bruce Springsteen
Exp;Axis: Bold as Love;The Jimi Hendrix Experience
Up From The Skies;Axis: Bold as Love;The Jimi Hendrix Experience
Spanish Castle Magic;Axis: Bold as Love;The Jimi Hendrix Experience
Wait Until Tomorrow;Axis: Bold as Love;The Jimi Hendrix Experience
Ain't No Telling;Axis: Bold as Love;The Jimi Hendrix Experience
Little Wing;Axis: Bold as Love;The Jimi Hendrix Experience
If 6 Was 9;Axis: Bold as Love;The Jimi Hendrix Experience
You Got Me Floatin';Axis: Bold as Love;The Jimi Hendrix Experience
Castles Made of Sand;Axis: Bold as Love;The Jimi Hendrix Experience
She's So Fine;Axis: Bold as Love;The Jimi Hendrix Experience
One Rainy Wish;Axis: Bold as Love;The Jimi Hendrix Experience
Little Miss Lover;Axis: Bold as Love;The Jimi Hendrix Experience
Bold as Love;Axis: Bold as Love;The Jimi Hendrix Experience
Busta's Intro (feat. Busta Rhymes);Supa Dupa Fly;Missy Elliott
Hit 'Em wit da Hee (feat. Lil' Kim);Supa Dupa Fly;Missy Elliott
Sock It 2 Me (feat. Da Brat);Supa Dupa Fly;Missy Elliott
The Rain (Supa Dupa Fly);Supa Dupa Fly;Missy Elliott
Beep Me 911 (feat. 702 & Magoo);Supa Dupa Fly;Missy Elliott
They Don't Wanna Fuck wit Me (feat. Timbaland);Supa Dupa Fly;Missy Elliott
Pass da Blunt (feat. Timbaland);Supa Dupa Fly;Missy Elliott
Bite Our Style (Interlude);Supa Dupa Fly;Missy Elliott
Friendly Skies (feat. Ginuwine);Supa Dupa Fly;Missy Elliott
Best Friends (feat. Aaliyah);Supa Dupa Fly;Missy Elliott
Don't Be Comin' (In My Face);Supa Dupa Fly;Missy Elliott
Izzy Izzy Ahh;Supa Dupa Fly;Missy Elliott
Why You Hurt Me;Supa Dupa Fly;Missy Elliott
I'm Talkin';Supa Dupa Fly;Missy Elliott
Gettaway (feat. Space & Nicole);Supa Dupa Fly;Missy Elliott
Busta's Outro (feat. Busta Rhymes);Supa Dupa Fly;Missy Elliott
Missy's Finale - Spoken Word;Supa Dupa Fly;Missy Elliott
Down on the Street - 2005 Remaster;Fun House;The Stooges
Loose - 2005 Remaster;Fun House;The Stooges
T.V. Eye - 2005 Remaster;Fun House;The Stooges
Dirt - 2005 Remaster;Fun House;The Stooges
1970 - 2005 Remaster;Fun House;The Stooges
Fun House - Remastered;Fun House;The Stooges
L.A. Blues - 2005 Remaster;Fun House;The Stooges
T.V. Eye - Takes 7 & 8;Fun House;The Stooges
Loose - Demo;Fun House;The Stooges
"Loose - Take 2; Edit";Fun House;The Stooges
Loose - Take 22;Fun House;The Stooges
Lost in the Future - Take 1;Fun House;The Stooges
Down on the Street - Take 1;Fun House;The Stooges
Down on the Street - Take 8;Fun House;The Stooges
Dirt - Take 10;Fun House;The Stooges
Slide (Slidin' the Blues) - Take 1;Fun House;The Stooges
1970 - Take 3;Fun House;The Stooges
"Fun House - Take 2; Edit";Fun House;The Stooges
Fun House - Take 3;Fun House;The Stooges
"Down on the Street - Single Mix; 2005 Remaster";Fun House;The Stooges
"I Feel Alright (1970) - Single Mix; 2005 Remaster";Fun House;The Stooges
Over My Dead Body;Take Care;Drake
Shot For Me;Take Care;Drake
Headlines;Take Care;Drake
Crew Love;Take Care;Drake
Take Care;Take Care;Drake
Marvins Room;Take Care;Drake
Buried Alive Interlude;Take Care;Drake
Under Ground Kings;Take Care;Drake
We'll Be Fine;Take Care;Drake
Make Me Proud;Take Care;Drake
Lord Knows;Take Care;Drake
Cameras / Good Ones Go Interlude - Medley;Take Care;Drake
Doing It Wrong;Take Care;Drake
The Real Her;Take Care;Drake
Look What You've Done;Take Care;Drake
HYFR (Hell Ya Fucking Right);Take Care;Drake
Practice;Take Care;Drake
The Ride;Take Care;Drake
The Motto;Take Care;Drake
Drive;Automatic for the People;R.E.M.
Try Not To Breathe;Automatic for the People;R.E.M.
The Sidewinder Sleeps Tonite;Automatic for the People;R.E.M.
Everybody Hurts;Automatic for the People;R.E.M.
New Orleans Instrumental No. 1;Automatic for the People;R.E.M.
Sweetness Follows;Automatic for the People;R.E.M.
Monty Got A Raw Deal;Automatic for the People;R.E.M.
Ignoreland;Automatic for the People;R.E.M.
Star Me Kitten;Automatic for the People;R.E.M.
Man On The Moon;Automatic for the People;R.E.M.
Nightswimming;Automatic for the People;R.E.M.
Find The River;Automatic for the People;R.E.M.
Battery (Remastered);Master of Puppets;Metallica
Master of Puppets (Remastered);Master of Puppets;Metallica
The Thing That Should Not Be (Remastered);Master of Puppets;Metallica
Welcome Home (Sanitarium) (Remastered);Master of Puppets;Metallica
Disposable Heroes (Remastered);Master of Puppets;Metallica
Leper Messiah (Remastered);Master of Puppets;Metallica
Orion (Remastered);Master of Puppets;Metallica
Damage, Inc. (Remastered);Master of Puppets;Metallica
Battery (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986);Master of Puppets;Metallica
Master of Puppets (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986);Master of Puppets;Metallica
For Whom The Bell Tolls (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986);Master of Puppets;Metallica
Welcome Home (Sanitarium) (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986);Master of Puppets;Metallica
The Thing That Should Not Be (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986);Master of Puppets;Metallica
(Anesthesia) - Pulling Teeth (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986);Master of Puppets;Metallica
Damage, Inc. (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986);Master of Puppets;Metallica
Fade to Black (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986);Master of Puppets;Metallica
Seek & Destroy (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986);Master of Puppets;Metallica
Creeping Death (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986);Master of Puppets;Metallica
The Four Horsemen (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986);Master of Puppets;Metallica
Guitar Solo (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986);Master of Puppets;Metallica
Am I Evil? (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986);Master of Puppets;Metallica
Whiplash (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986);Master of Puppets;Metallica
Battery (October 1985, Work in Progress Rough Mix);Master of Puppets;Metallica
Master of Puppets (November 1985, Work in Progress Rough Mix);Master of Puppets;Metallica
The Thing That Should Not Be (December 1985, Work in Progress Rough Mix);Master of Puppets;Metallica
Welcome Home (Sanitarium) (November 1985, Work in Progress Rough Mix);Master of Puppets;Metallica
Disposable Heroes (November 1985, Work in Progress Rough Mix);Master of Puppets;Metallica
Leper Messiah (December 1985, Work in Progress Rough Mix);Master of Puppets;Metallica
Orion (November 1985, Work in Progress Rough Mix);Master of Puppets;Metallica
Damage, Inc. (October 1985, Work in Progress Rough Mix);Master of Puppets;Metallica
The Money Will Roll Right In (Work in Progress Rough Mix);Master of Puppets;Metallica
The Prince (Work in Progress Rough Mix);Master of Puppets;Metallica
Battery (1985, from James' Riff Tapes);Master of Puppets;Metallica
Battery (1985, from James' Riff Tapes II);Master of Puppets;Metallica
Master of Puppets (1985, from Kirk's Riff Tapes);Master of Puppets;Metallica
Master of Puppets (1985, from James' Riff Tapes);Master of Puppets;Metallica
Master of Puppets (1985, from James' Riff Tapes II);Master of Puppets;Metallica
The Thing That Should Not Be (1985, from James' Riff Tapes);Master of Puppets;Metallica
Welcome Home (Sanitarium) (1985, from James' Riff Tapes);Master of Puppets;Metallica
Welcome Home (Sanitarium) (1985, from James' Riff Tapes II);Master of Puppets;Metallica
Disposable Heroes (1985, from Kirk's Riff Tapes);Master of Puppets;Metallica
Disposable Heroes (1985, from James' Riff Tapes);Master of Puppets;Metallica
Leper Messiah (1985, from James' Riff Tapes);Master of Puppets;Metallica
Leper Messiah (1985, from James' Riff Tapes II);Master of Puppets;Metallica
Orion (1985, from James' Riff Tapes);Master of Puppets;Metallica
Damage, Inc. (1985, from James' Riff Tapes);Master of Puppets;Metallica
Disposable Heroes (May 1985, Writing in Progress);Master of Puppets;Metallica
Battery (May 1985, Writing in Progress);Master of Puppets;Metallica
Welcome Home (Sanitarium) (May 1985, Writing in Progress);Master of Puppets;Metallica
Disposable Heroes (May 1985, Writing in Progress II);Master of Puppets;Metallica
Right In Time;Car Wheels on a Gravel Road;Lucinda Williams
Car Wheels On A Gravel Road;Car Wheels on a Gravel Road;Lucinda Williams
2 Kool 2 Be 4-Gotten;Car Wheels on a Gravel Road;Lucinda Williams
Drunken Angel;Car Wheels on a Gravel Road;Lucinda Williams
Concrete And Barbed Wire;Car Wheels on a Gravel Road;Lucinda Williams
Lake Charles;Car Wheels on a Gravel Road;Lucinda Williams
Can't Let Go;Car Wheels on a Gravel Road;Lucinda Williams
I Lost It;Car Wheels on a Gravel Road;Lucinda Williams
Metal Firecracker;Car Wheels on a Gravel Road;Lucinda Williams
Greenville;Car Wheels on a Gravel Road;Lucinda Williams
Still I Long For Your Kiss;Car Wheels on a Gravel Road;Lucinda Williams
Joy;Car Wheels on a Gravel Road;Lucinda Williams
Jackson;Car Wheels on a Gravel Road;Lucinda Williams
State Of Grace (Taylor's Version);Red;Taylor Swift
Red (Taylor's Version);Red;Taylor Swift
Treacherous (Taylor's Version);Red;Taylor Swift
I Knew You Were Trouble (Taylor's Version);Red;Taylor Swift
All Too Well (Taylor's Version);Red;Taylor Swift
22 (Taylor's Version);Red;Taylor Swift
I Almost Do (Taylor's Version);Red;Taylor Swift
We Are Never Ever Getting Back Together (Taylor's Version);Red;Taylor Swift
Stay Stay Stay (Taylor's Version);Red;Taylor Swift
The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version);Red;Taylor Swift
Holy Ground (Taylor's Version);Red;Taylor Swift
Sad Beautiful Tragic (Taylor's Version);Red;Taylor Swift
The Lucky One (Taylor's Version);Red;Taylor Swift
Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version);Red;Taylor Swift
Starlight (Taylor's Version);Red;Taylor Swift
Begin Again (Taylor's Version);Red;Taylor Swift
The Moment I Knew (Taylor's Version);Red;Taylor Swift
Come Back...Be Here (Taylor's Version);Red;Taylor Swift
Girl At Home (Taylor's Version);Red;Taylor Swift
State Of Grace (Acoustic Version) (Taylor's Version);Red;Taylor Swift
Ronan (Taylor's Version);Red;Taylor Swift
Better Man (Taylor's Version) (From The Vault);Red;Taylor Swift
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault);Red;Taylor Swift
Babe (Taylor's Version) (From The Vault);Red;Taylor Swift
Message In A Bottle (Taylor's Version) (From The Vault);Red;Taylor Swift
I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault);Red;Taylor Swift
Forever Winter (Taylor's Version) (From The Vault);Red;Taylor Swift
Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault);Red;Taylor Swift
The Very First Night (Taylor's Version) (From The Vault);Red;Taylor Swift
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault);Red;Taylor Swift
Tears Of Rage - Remastered;Music from Big Pink;The Band
To Kingdom Come - Remastered;Music from Big Pink;The Band
In A Station - Remastered;Music from Big Pink;The Band
Caledonia Mission - Remastered;Music from Big Pink;The Band
The Weight - Remastered 2000;Music from Big Pink;The Band
We Can Talk - Remastered;Music from Big Pink;The Band
Long Black Veil - Remastered;Music from Big Pink;The Band
Chest Fever - Remastered;Music from Big Pink;The Band
Lonesome Suzie - Remastered;Music from Big Pink;The Band
This Wheel's On Fire - Remastered;Music from Big Pink;The Band
I Shall Be Released - Remastered;Music from Big Pink;The Band
Black Dog - Remaster;Led Zeppelin;Led Zeppelin
Rock and Roll - Remaster;Led Zeppelin;Led Zeppelin
The Battle of Evermore - Remaster;Led Zeppelin;Led Zeppelin
Stairway to Heaven - Remaster;Led Zeppelin;Led Zeppelin
Misty Mountain Hop - Remaster;Led Zeppelin;Led Zeppelin
Four Sticks - Remaster;Led Zeppelin;Led Zeppelin
Going to California - Remaster;Led Zeppelin;Led Zeppelin
When the Levee Breaks - Remaster;Led Zeppelin;Led Zeppelin
Black Dog - Basic Track with Guitar Overdubs;Led Zeppelin;Led Zeppelin
Rock and Roll - Alternate Mix;Led Zeppelin;Led Zeppelin
The Battle of Evermore - Mandolin / Guitar Mix from Headley Grange;Led Zeppelin;Led Zeppelin
Stairway to Heaven - Sunset Sound Mix;Led Zeppelin;Led Zeppelin
Misty Mountain Hop - Alternate Mix;Led Zeppelin;Led Zeppelin
Four Sticks - Alternate Mix;Led Zeppelin;Led Zeppelin
Going to California - Mandolin / Guitar Mix;Led Zeppelin;Led Zeppelin
When the Levee Breaks - Alternate UK Mix in Progress;Led Zeppelin;Led Zeppelin
Janie Jones - Remastered;The Clash;The Clash
Remote Control - Remastered;The Clash;The Clash
I'm so Bored with the U.S.A. - Remastered;The Clash;The Clash
White Riot - Remastered;The Clash;The Clash
Hate & War - Remastered;The Clash;The Clash
What's My Name - Remastered;The Clash;The Clash
Deny - Remastered;The Clash;The Clash
London's Burning - Remastered;The Clash;The Clash
Career Opportunities - Remastered;The Clash;The Clash
Cheat - Remastered;The Clash;The Clash
Protex Blue - Remastered;The Clash;The Clash
Police & Thieves - Remastered;The Clash;The Clash
48 Hours - Remastered;The Clash;The Clash
Garageland - Remastered;The Clash;The Clash
Brown Sugar - 2009 Remaster;Sticky Fingers;The Rolling Stones
Sway - 2009 Mix;Sticky Fingers;The Rolling Stones
Wild Horses - 2009 Mix;Sticky Fingers;The Rolling Stones
Can't You Hear Me Knocking - 2009 Mix;Sticky Fingers;The Rolling Stones
You Gotta Move - 2009 Mix;Sticky Fingers;The Rolling Stones
Bitch - 2009 Mix;Sticky Fingers;The Rolling Stones
I Got The Blues - 2009 Mix;Sticky Fingers;The Rolling Stones
Sister Morphine - 2009 Mix;Sticky Fingers;The Rolling Stones
Dead Flowers - 2009 Mix;Sticky Fingers;The Rolling Stones
Moonlight Mile - 2009 Mix;Sticky Fingers;The Rolling Stones
Statesboro Blues - Live At Fillmore East, March 13, 1971;At Fillmore East;The Allman Brothers Band
Done Somebody Wrong - Live At The Fillmore East, March 1971;At Fillmore East;The Allman Brothers Band
Stormy Monday - Live At Fillmore East, March 13, 1971;At Fillmore East;The Allman Brothers Band
You Don't Love Me - Live At Fillmore East, March 12, 1971;At Fillmore East;The Allman Brothers Band
Hot 'Lanta - Live At Fillmore East, March 13, 1971;At Fillmore East;The Allman Brothers Band
In Memory Of Elizabeth Reed - Live At Fillmore East, March 12, 1971;At Fillmore East;The Allman Brothers Band
Whipping Post - Live At The Fillmore East, March 1971;At Fillmore East;The Allman Brothers Band
Violet;Live Through This;Hole
Miss World;Live Through This;Hole
Plump;Live Through This;Hole
Asking For It;Live Through This;Hole
Jennifer's Body;Live Through This;Hole
Doll Parts;Live Through This;Hole
Credit In The Straight World;Live Through This;Hole
Softer, Softest;Live Through This;Hole
She Walks On Me;Live Through This;Hole
I Think That I Would Die;Live Through This;Hole
Gutless;Live Through This;Hole
Rock Star;Live Through This;Hole
See No Evil;Marquee Moon;Television
Venus;Marquee Moon;Television
Friction;Marquee Moon;Television
Marquee Moon;Marquee Moon;Television
Elevation;Marquee Moon;Television
Guiding Light;Marquee Moon;Television
Prove It;Marquee Moon;Television
Torn Curtain;Marquee Moon;Television
On The Bound;When the Pawn...;Fiona Apple
To Your Love;When the Pawn...;Fiona Apple
Limp;When the Pawn...;Fiona Apple
Love Ridden;When the Pawn...;Fiona Apple
Paper Bag;When the Pawn...;Fiona Apple
A Mistake;When the Pawn...;Fiona Apple
Fast As You Can;When the Pawn...;Fiona Apple
The Way Things Are;When the Pawn...;Fiona Apple
